IndexmaxX,IndexmaxY,Indexmax_2X,Indexmax_2Y,Indexmin_2X,Indexmin_2Y,IndexminX,IndexminY,RingmaxX,RingmaxY,Ringmax_2X,Ringmax_2Y,Ringmin_2X,Ringmin_2Y,RingminX,RingminY,LittlemaxX,LittlemaxY,Littlemax_2X,Littlemax_2Y,Littlemin_2X,Littlemin_2Y,LittleminX,LittleminY,MiddlemaxX,MiddlemaxY,Middlemax_2X,Middlemax_2Y,Middlemin_2X,Middlemin_2Y,MiddleminX,MiddleminY,ThumbmaxX,ThumbmaxY,Thumbmax_2X,Thumbmax_2Y,Thumbmin_2X,Thumbmin_2Y,ThumbminX,ThumbminY,WristX, WristY 
1.0, 0.9612391035671336, 0.9628408005331178, 0.8378069192065554, 0.9360815779200677, 0.6997551851083801, 0.7945129786825647, 0.4794591946683198, 0.24769636763341035, 0.24113916086889997, 0.15086476770199467, 0.3733062476169933, 0.17742284089464475, 0.5567168382285351, 0.2385990241456219, 0.4571813610404399, 0.17669447740713484, 0.1340620200648251, 0.05373696183151952, 0.2799350579981268, 0.0, 0.4072724140002201, 0.0343817160241498, 0.3563759942864834, 0.41259546494987415, 1.0, 0.4473084425476984, 0.9141752235696882, 0.48224056038217783, 0.7399656510911375, 0.5002550368285427, 0.5110540090703684, 0.09167978229298131, 0.33316578302695665, 0.4340654631755488, 0.3852552223011869, 0.8284199223571552, 0.28834655102845785, 0.6617541344435934, 0.06704365120249678, 0.23366817984171748, 0.0
1.0, 0.9686702306358315, 0.9905160380763923, 0.8474270766068474, 0.9609803508544987, 0.7092552434756793, 0.8154525613986633, 0.5287829931410339, 0.37708826251768823, 0.35067680876842466, 0.3783763255809482, 0.4343803713770296, 0.2856627052558252, 0.5499179826594899, 0.23927093375613243, 0.4585447870148165, 0.18984836394052726, 0.33075201982091545, 0.13311057134691173, 0.38748562254510516, 0.048269501215343485, 0.4105193780357492, 0.0, 0.32857146096571144, 0.5047450400788028, 1.0, 0.5301683126172844, 0.8884089717411713, 0.5385238099816365, 0.7347589384423403, 0.5345577958974619, 0.5326100038828285, 0.10848467950505235, 0.3615179417729212, 0.4758598085342372, 0.3506388700794393, 0.8102059135353691, 0.29358448919872443, 0.7147212576292193, 0.11805080958545834, 0.4063592924174978, 0.0
1.0, 0.9813708510056607, 0.991461026358814, 0.8530211882576496, 0.9769918096739161, 0.7135503903268936, 0.8760908345977566, 0.5172276008040011, 0.3603670944141898, 0.3258596869186578, 0.369033588570398, 0.39639851661166103, 0.2660679769620124, 0.5331348341400315, 0.2444980925832265, 0.4406600999690248, 0.14763861607405404, 0.26409443483424694, 0.1343600156043551, 0.33547046857406015, 0.07695867982450981, 0.3984471045661171, 0.0, 0.322095432171947, 0.39934053956566573, 1.0, 0.4782882845795254, 0.8739928154615146, 0.49434508756866113, 0.7157744391401224, 0.5474528242706532, 0.5192819810163648, 0.08748877701847038, 0.3360438129952603, 0.4787537687654132, 0.33351901232913284, 0.9095109132468429, 0.2777915207760271, 0.7984538750161728, 0.09647415458876929, 0.42266640398028676, 0.0
1.0, 0.9584919837626388, 0.9860223651391384, 0.8445176476271774, 0.9646190604606064, 0.7198409045716427, 0.8569501311660065, 0.5330963264070201, 0.33861671994545606, 0.34386697130769767, 0.31049339850689434, 0.4411757119373763, 0.2248510426208599, 0.5648440684501999, 0.24840603510854803, 0.4543133779655161, 0.1460057015494871, 0.2737037479559878, 0.08676367532387788, 0.3685511765444235, 0.003100954298807546, 0.41595707649857205, 0.0, 0.3280703532717351, 0.3486546808584529, 1.0, 0.4398392038493487, 0.8896658279980175, 0.48069834208978873, 0.7329932361581931, 0.5386221164779992, 0.5376208237126551, 0.021693983876781772, 0.3440295002020828, 0.3957855953516772, 0.3466960437930828, 0.8498839565960786, 0.31199586603788804, 0.7672267244909574, 0.11612887920195207, 0.4811580733127154, 0.0
1.0, 0.9842292410697943, 0.9759861298795206, 0.8447524310733764, 0.9643511607780911, 0.7052457023988181, 0.8496003742843907, 0.5044695883867804, 0.35134165136870227, 0.30732005203138335, 0.31579363342841194, 0.399017817702692, 0.21078509094748185, 0.5359479245069497, 0.2532351721472541, 0.42888515502982244, 0.1515953213739363, 0.2499069221788065, 0.08525466385495789, 0.34236069940288283, 0.010282703026186613, 0.3863900565860727, 0.0, 0.3080908873400876, 0.3742152190665195, 1.0, 0.4510751003389105, 0.8737374837560108, 0.4789339575609517, 0.7129746641221629, 0.5316723853382266, 0.5059211414147449, 0.02554789922234151, 0.32525535049460275, 0.3884827777498566, 0.32549072281447444, 0.8166228160187272, 0.27136747250351456, 0.7378925296489179, 0.08634069528657891, 0.4019071085180942, 0.0
1.0, 0.9867268928759826, 0.9795926726171164, 0.8542991596493513, 0.9702798634009502, 0.7175527279191156, 0.8805460382619491, 0.5161842344835229, 0.3474184165319928, 0.30514436802421524, 0.32301748190691537, 0.409140729407379, 0.23766373388292028, 0.5466560312448949, 0.2598503669239468, 0.43841131843006925, 0.17373891705087385, 0.22759958518616605, 0.11550893168283392, 0.3453643618495055, 0.018406126248018243, 0.4037416366147334, 0.0, 0.31548979553650525, 0.38060087934935205, 1.0, 0.4513350417162985, 0.8778549036766871, 0.49103288138652584, 0.7179172372995648, 0.5488917881799432, 0.5184833783002852, 0.041996026386105285, 0.3520803482306002, 0.41945705533785305, 0.34064364152427534, 0.8915535265631563, 0.286028405823802, 0.7672699697619795, 0.08624991813831781, 0.4235366697679365, 0.0
0.9981360836958184, 0.9915051227278538, 0.9957612530141406, 0.8688117164529391, 1.0, 0.7313657907756744, 0.8919018414177604, 0.531295822285891, 0.33438107477882917, 0.2871465834981708, 0.29342878227944935, 0.3978326357627785, 0.2305054864739266, 0.5444360412862882, 0.2707624613524812, 0.4599025905906531, 0.13395620588669863, 0.2801632988435194, 0.041447114422043976, 0.3770064220729604, 0.0, 0.41011156900190976, 0.0173185707013016, 0.326784952773709, 0.3429533260674823, 1.0, 0.44820960767858925, 0.8972612752220792, 0.49816362061023883, 0.7550412931191797, 0.5596433698566528, 0.5333474506390358, 0.004415061874927138, 0.37451331889724976, 0.40289915262974446, 0.37145344167877536, 0.9210195797431548, 0.3096234485194882, 0.7807853786370668, 0.13789354835876563, 0.452012875424263, 0.0
1.0, 0.9862966430381388, 0.9935773687796712, 0.8746721323581171, 0.9735319044731331, 0.7290922820700347, 0.8963663585483672, 0.530755926839986, 0.39501283847871504, 0.2909814173012074, 0.3314411001912899, 0.40302435182665075, 0.25758173082643904, 0.5372494084236785, 0.274712306089706, 0.46335401189156156, 0.18003490616050138, 0.29017295683434885, 0.1159562233954237, 0.3724987834731884, 0.04581227829867276, 0.4162682385516531, 0.010495869211549816, 0.3456176168043159, 0.35232635636423004, 1.0, 0.44798066838380185, 0.8947064156852456, 0.5050394740544182, 0.7453674639832301, 0.569311381790412, 0.5356944406882521, 0.0, 0.35355222951914533, 0.3757783074026349, 0.3790903736046385, 0.8974993519317882, 0.3292263925228052, 0.7923734020572927, 0.1481890773250719, 0.44201921929549565, 0.0
1.0, 0.9873290099293022, 0.9844283880163843, 0.8713506935984446, 0.9577035048267912, 0.7208723474351814, 0.8845003867951067, 0.5215250285902203, 0.4507522350067582, 0.2552539456100368, 0.3791177383721329, 0.35616230744379385, 0.29583473771689683, 0.4892732047726262, 0.2818588699579414, 0.45942453588658816, 0.2724296135822544, 0.24514864220648855, 0.1698101809446377, 0.3247838048549596, 0.07343784305552696, 0.393607264659734, 0.04626232426980631, 0.3449487152010974, 0.3744684783429046, 1.0, 0.47089945728615634, 0.8870354550659116, 0.51271663956528, 0.732306539842026, 0.5565517387769384, 0.5197232111481804, 0.0, 0.3217886911835164, 0.39138604724560716, 0.3539250765615269, 0.8603171162409348, 0.31042513872068667, 0.757431118738379, 0.14529509038420746, 0.41848432493533405, 0.0
1.0, 0.9970770819785318, 0.9973813832266054, 0.8760484374419772, 0.9821655483156683, 0.7346566572255541, 0.9263274968576315, 0.5333320454690818, 0.4168360912477084, 0.2508160338298584, 0.32676204170013606, 0.3842600233957557, 0.27813758016955514, 0.5387776092988871, 0.33303745503196547, 0.4674232568865788, 0.2096853117373442, 0.2647149584398532, 0.13675018287962454, 0.3485687340658078, 0.08399392385396715, 0.40631002769475333, 0.10786159808735231, 0.3506621807618905, 0.3645854196941699, 1.0, 0.49020704980983193, 0.8925280618447093, 0.5403809069749183, 0.7366679275057876, 0.605482812726432, 0.5307580519124734, 0.0, 0.33965154196887687, 0.4041636006696973, 0.3823383364190361, 0.9274486241431578, 0.3334263531658089, 0.8049063418111289, 0.15262282396400412, 0.4491966457827336, 0.0
1.0, 1.0, 0.9769393853907027, 0.8738569252348541, 0.9359338249109826, 0.7316120915278097, 0.8342968367889197, 0.5168989816739734, 0.3950485422337943, 0.32852420811086686, 0.3099560112760535, 0.447997353657654, 0.27187577742039004, 0.607170625781464, 0.2642335518678142, 0.48675236877210154, 0.26074142418506935, 0.24294476977948432, 0.15235152806841, 0.3789967298099741, 0.057523306154836994, 0.4877361256661705, 0.0049560086125146905, 0.39245320518478, 0.5421356999966439, 0.9587275110625384, 0.5523317265598882, 0.9257332365609378, 0.5484414378756589, 0.7577885102670172, 0.5408619196367724, 0.536605580415433, 0.0, 0.4311586089429461, 0.46615513530663, 0.4951293521581205, 0.8800431919453369, 0.3883479410795567, 0.7207926417533452, 0.1368877903805244, 0.36273684852979887, 0.0
1.0, 1.0, 0.9786202148724514, 0.87339767410262, 0.9384527338251369, 0.7292068853468586, 0.8455564629104426, 0.5082819704501179, 0.4163232231619942, 0.32595315802320307, 0.3253277664949021, 0.4477710378083711, 0.2716437338028006, 0.6113164157264197, 0.2830803967516064, 0.4891217684090987, 0.2878614465761357, 0.22981026053953596, 0.17359982087949732, 0.37339212669845556, 0.0734796268466141, 0.48621447267591883, 0.021351615250756805, 0.3917668771032641, 0.555017880196047, 0.9098976177166763, 0.5644062016405922, 0.9200777882849159, 0.5560973928587136, 0.7498849483574668, 0.5488909703724281, 0.5322182595011835, 0.0, 0.4217370700647785, 0.4602467389529756, 0.4951008062126063, 0.8854047876969944, 0.39184484472891734, 0.7248053265782941, 0.1314148889896034, 0.34435118364526035, 0.0
1.0, 0.9856038819354289, 0.9952895865869702, 0.8628645898970017, 0.9681893948174547, 0.7205160296310521, 0.8732288526511912, 0.517755827203909, 0.45332949074978063, 0.2828023388163093, 0.39823215632168224, 0.4103852708004247, 0.31369404194193873, 0.547204846907194, 0.27694423183773065, 0.44111518516962683, 0.2755306437336825, 0.21781599346905972, 0.20430756864818445, 0.34736772034311, 0.11097177104931188, 0.42191587880420495, 0.0, 0.32485237927906724, 0.39429930918190675, 1.0, 0.48879530712881625, 0.8905435167459808, 0.5302773424125972, 0.7417350288351326, 0.574265874528277, 0.5157659174444162, 0.06718128513304192, 0.4034511476376128, 0.5215025151403245, 0.4063382170915312, 0.9151294882205439, 0.32531101647204314, 0.7775561795113027, 0.11960662331228292, 0.4424120054747534, 0.0
0.9942513885123399, 0.9881346223577656, 1.0, 0.8654012319187113, 0.9961146070124769, 0.7121465269736946, 0.862000770109967, 0.513947984746116, 0.36184219561708747, 0.3262147373633156, 0.371148750758538, 0.42548153026982743, 0.31420982597244185, 0.5242608808878597, 0.26999666319591564, 0.4280176548934289, 0.22749539281966558, 0.23917977967001303, 0.18064267050127852, 0.35331706579361477, 0.0929357161641199, 0.40847476925610166, 0.0, 0.3209594928918559, 0.4306890856495552, 1.0, 0.5234196850077291, 0.8845177515293882, 0.5405391176696492, 0.7241821707531123, 0.5719210988258621, 0.5058898887255907, 0.09817884761232848, 0.42780674910210303, 0.538493036201781, 0.39877100080403455, 0.9258207088368847, 0.3289323390631742, 0.8214240116625372, 0.13879189285612104, 0.4679786342806771, 0.0
0.997357276456526, 0.9848304870760249, 1.0, 0.8512930462070526, 0.9722599484831154, 0.6965796321095081, 0.8769316664367174, 0.4871423635373564, 0.3947496769357783, 0.25859455389296937, 0.3434136141009328, 0.38675966802783235, 0.3084074971210934, 0.5193476832827777, 0.2890434599094454, 0.4373423769274766, 0.26238982562582314, 0.18148667787079464, 0.1805944480760185, 0.3130840200665761, 0.09605875273059553, 0.3997557955414327, 0.0, 0.32256542462898413, 0.46521371778863313, 1.0, 0.5482567660187713, 0.873880489872773, 0.5625917268312113, 0.7099883564704573, 0.5988732570199125, 0.4953625999256077, 0.0949862067615973, 0.3969896464016867, 0.5203623966869476, 0.4053244454268762, 0.8772809250547977, 0.31955044446264064, 0.7526894771350786, 0.11757161970149334, 0.33386869808029135, 0.0
